8	ba
挈	qie
惬	qie
癿	qie
篋	qie
鍥	qie
妾	qie
踥	qie
且	qie
郄	qie
茄	qie
洯	qie
笡	qie
淁	qie
切	qie
聺	qie
怯	qie
悏	qie
伽	qie
锲	qie
趄	qie
窃	qie
蛪	qie
愜	qie
侪	chai
拆	chai
钗	chai
袃	chai
儕	chai
柴	chai
釵	chai
虿	chai
芆	chai
囆	chai
犲	chai
茝	chai
瘥	chai
豺	chai
肞	chai
祡	chai
蠆	chai
訍	chai
喍	chai
殎	qia
峠	qia
冾	qia
拤	qia
擖	qia
圶	qia
酠	qia
葜	qia
髂	qia
掐	qia
硈	qia
卡	qia
胢	qia
跒	qia
洽	qia
帢	qia
恰	qia
暼	pie
鐅	pie
苤	pie
撇	pie
覕	pie
撆	pie
丿	pie
嫳	pie
瞥	pie
氕	pie
奧	ao
聱	ao
隞	ao
嶴	ao
梎	ao
遨	ao
鷔	ao
摮	ao
軪	ao
凹	ao
廒	ao
拗	ao
隩	ao
傲	ao
謸	ao
襖	ao
螯	ao
懊	ao
謷	ao
骜	ao
抝	ao
墺	ao
澳	ao
鰲	ao
擙	ao
驁	ao
镺	ao
鳌	ao
袄	ao
嗷	ao
奡	ao
媪	ao
獒	ao
鏖	ao
翺	ao
璈	ao
翶	ao
爊	ao
坳	ao
艹	ao
敖	ao
岰	ao
柪	ao
慠	ao
嶅	ao
磝	ao
翱	ao
蔜	ao
鼇	ao
垇	ao
嗸	ao
厫	ao
熬	ao
岙	ao
芺	ao
嫯	ao
媼	ao
獓	ao
滶	ao
鏊	ao
奥	ao
媕	an
揞	an
菴	an
鹌	an
婩	an
胺	an
庵	an
隌	an
桉	an
鵪	an
豻	an
峖	an
誝	an
貋	an
谙	an
盫	an
屵	an
闇	an
铵	an
銨	an
侒	an
葊	an
垵	an
玵	an
埯	an
俺	an
安	an
鞍	an
黯	an
氨	an
鮟	an
按	an
洝	an
岸	an
唵	an
儑	an
諳	an
啽	an
鶕	an
暗	an
堓	an
萻	an
晻	an
馣	an
盦	an
案	an
偣	an
痷	an
雸	an
罯	an
蓭	an
鞌	an
荌	an
韽	an
腤	an
錌	an
蘒	qiu
丘	qiu
扏	qiu
邱	qiu
湫	qiu
蚯	qiu
裘	qiu
崷	qiu
觩	qiu
秋	qiu
篍	qiu
逎	qiu
蟗	qiu
泅	qiu
求	qiu
鰌	qiu
囚	qiu
虯	qiu
酋	qiu
鮂	qiu
鯄	qiu
渞	qiu
觓	qiu
球	qiu
秌	qiu
緧	qiu
赇	qiu
釚	qiu
毬	qiu
鶖	qiu
芁	qiu
湬	qiu
絿	qiu
蛷	qiu
楸	qiu
蝤	qiu
遒	qiu
犰	qiu
穐	qiu
恷	qiu
恘	qiu
朹	qiu
釻	qiu
巯	qiu
湭	qiu
殏	qiu
蓲	qiu
賕	qiu
逑	qiu
鼽	qiu
俅	qiu
艽	qiu
璆	qiu
皳	qiu
煪	qiu
訄	qiu
訅	qiu
唒	qiu
汓	qiu
媝	qiu
鞧	qiu
鞦	qiu
蠤	qiu
梂	qiu
鹙	qiu
坵	qiu
頄	qiu
萩	qiu
巰	qiu
鰍	qiu
趥	qiu
龝	qiu
鳅	qiu
肍	qiu
玌	qiu
銶	qiu
紌	qiu
搝	qiu
盚	qiu
鰽	qiu
蝵	qiu
虬	qiu
丠	qiu
莍	qiu
叴	qiu
糗	qiu
浗	qiu
醔	qiu
秜	ni
惄	ni
氼	ni
猊	ni
伱	ni
旎	ni
淣	ni
鈮	ni
馜	ni
抳	ni
輗	ni
坭	ni
觬	ni
孴	ni
鳰	ni
臡	ni
眤	ni
聣	ni
縌	ni
晲	ni
暱	ni
鲵	ni
柅	ni
狔	ni
铌	ni
棿	ni
睨	ni
妳	ni
蜺	ni
嫟	ni
泥	ni
尼	ni
倪	ni
霓	ni
呢	ni
妮	ni
拟	ni
你	ni
溺	ni
擬	ni
逆	ni
腻	ni
匿	ni
婗	ni
籾	ni
嬺	ni
胒	ni
齯	ni
儞	ni
貎	ni
薿	ni
屰	ni
怩	ni
跜	ni
苨	ni
儗	ni
愵	ni
掜	ni
屔	ni
膩	ni
檷	ni
麑	ni
誽	ni
郳	ni
聻	ni
隬	ni
鯢	ni
昵	ni
堄	ni
蚭	ni
伲	ni
埿	ni
凪	na
笝	na
吶	na
靹	na
鎿	na
衲	na
捺	na
豽	na
魶	na
魸	na
貀	na
郍	na
娜	na
纳	na
肭	na
袦	na
那	na
钠	na
拿	na
哪	na
呐	na
蒳	na
納	na
妠	na
乸	na
拏	na
镎	na
軜	na
雫	na
嗱	na
搻	na
鈉	na
賍	zang
賘	zang
奘	zang
羘	zang
駔	zang
弉	zang
牂	zang
赃	zang
臓	zang
贜	zang
匨	zang
塟	zang
蔵	zang
臧	zang
脏	zang
臟	zang
髒	zang
銺	zang
驵	zang
贓	zang
葬	zang
褦	nai
疓	nai
嬭	nai
廼	nai
艿	nai
孻	nai
螚	nai
鼐	nai
釢	nai
腉	nai
萘	nai
迺	nai
錼	nai
奈	nai
耐	nai
奶	nai
乃	nai
柰	nai
渿	nai
倷	nai
氖	nai
柟	nan
莮	nan
難	nan
婻	nan
腩	nan
赧	nan
湳	nan
喃	nan
戁	nan
畘	nan
揇	nan
煵	nan
娚	nan
侽	nan
男	nan
楠	nan
囡	nan
蝻	nan
抩	nan
暔	nan
南	nan
难	nan
諵	nan
枏	nan
萳	nan
疒	ne
抐	ne
鼡	ne
訥	ne
焾	ne
眲	ne
讷	ne
櫤	jibng
戳	chuo
婥	chuo
綽	chuo
酫	chuo
逴	chuo
涰	chuo
辵	chuo
啜	chuo
娕	chuo
擉	chuo
踔	chuo
惙	chuo
娖	chuo
哾	chuo
绰	chuo
辶	chuo
踀	chuo
龊	chuo
辍	chuo
輟	chuo
繛	chuo
磭	chuo
鑡	chuo
嚽	chuo
趠	chuo
餟	chuo
歠	chuo
齪	chuo
呫	tie
貼	tie
帖	tie
鉄	tie
聑	tie
銕	tie
驖	tie
僣	tie
怗	tie
飻	tie
蛈	tie
鐵	tie
萜	tie
餮	tie
铁	tie
贴	tie
誘	you
泑	you
郵	you
宥	you
蝣	you
輶	you
輏	you
梄	you
鼬	you
黝	you
丣	you
瀀	you
囿	you
蕕	you
優	you
酭	you
峟	you
訧	you
莜	you
莠	you
峳	you
沋	you
嚘	you
莸	you
侑	you
蜏	you
疣	you
狖	you
牗	you
孧	you
浟	you
鱿	you
呦	you
遊	you
猶	you
貁	you
魷	you
麀	you
櫾	you
櫌	you
唀	you
哊	you
肬	you
湵	you
鈾	you
銪	you
楢	you
鄾	you
甴	you
牰	you
迶	you
逌	you
攸	you
卣	you
槱	you
尢	you
鲉	you
滺	you
鮋	you
逰	you
栯	you
邮	you
铕	you
駀	you
铀	you
犹	you
游	you
油	you
由	you
耰	you
羑	you
怮	you
怣	you
优	you
偤	you
忧	you
悠	you
苃	you
酉	you
幼	you
秞	you
聈	you
又	you
诱	you
釉	you
懮	you
纋	you
憂	you
姷	you
有	you
牖	you
友	you
佑	you
右	you
猷	you
尤	you
蚰	you
蚴	you
禉	you
羪	you
庮	you
柚	you
亴	you
祐	you
怞	you
幽	you
孥	nu
胬	nu
驽	nu
砮	nu
伮	nu
笯	nu
傉	nu
莻	nu
搙	nu
弩	nu
奴	nu
駑	nu
努	nu
怒	nu
沑	nv
恧	nv
衄	nv
衂	nv
钕	nv
釹	nv
朒	nv
籹	nv
女	nv
銰	ngbi
揁	zheng
佂	zheng
掙	zheng
塣	zheng
撜	zheng
脀	zheng
崝	zheng
證	zheng
铮	zheng
媜	zheng
錚	zheng
诤	zheng
眐	zheng
掟	zheng
埩	zheng
睁	zheng
征	zheng
鏳	zheng
挣	zheng
糽	zheng
蒸	zheng
狰	zheng
争	zheng
拯	zheng
正	zheng
整	zheng
怔	zheng
幁	zheng
晸	zheng
峥	zheng
癥	zheng
炡	zheng
靕	zheng
篜	zheng
徰	zheng
鄭	zheng
箏	zheng
諍	zheng
愸	zheng
鴊	zheng
氶	zheng
鬇	zheng
烝	zheng
政	zheng
証	zheng
证	zheng
姃	zheng
症	zheng
踭	zheng
抍	zheng
猙	zheng
崢	zheng
聇	zheng
郑	zheng
睜	zheng
爭	zheng
筝	zheng
钲	zheng
鉦	zheng
倰	leng
睖	leng
堎	leng
碐	leng
薐	leng
楞	leng
唥	leng
冷	leng
愣	leng
稜	leng
塄	leng
棱	leng
踜	leng
鷷	zun
繜	zun
噂	zun
撙	zun
銌	zun
譐	zun
鳟	zun
嶟	zun
尊	zun
罇	zun
鐏	zun
僔	zun
鱒	zun
遵	zun
墫	zun
樽	zun
捘	zun
皺	zhou
籀	zhou
呪	zhou
荮	zhou
鯞	zhou
嚋	zhou
绉	zhou
咮	zhou
纣	zhou
辀	zhou
噣	zhou
炿	zhou
诪	zhou
疛	zhou
週	zhou
烐	zhou
淍	zhou
籕	zhou
伷	zhou
籒	zhou
軸	zhou
詋	zhou
駎	zhou
郮	zhou
啁	zhou
謅	zhou
譸	zhou
酎	zhou
晭	zhou
輖	zhou
晝	zhou
輈	zhou
盩	zhou
睭	zhou
徟	zhou
婤	zhou
箒	zhou
洲	zhou
州	zhou
粥	zhou
轴	zhou
肘	zhou
周	zhou
舟	zhou
喌	zhou
粙	zhou
賙	zhou
甃	zhou
帚	zhou
咒	zhou
駲	zhou
碡	zhou
銂	zhou
鵃	zhou
侜	zhou
骤	zhou
騆	zhou
皱	zhou
宙	zhou
昼	zhou
僽	zhou
诌	zhou
妯	zhou
菷	zhou
葤	zhou
冑	zhou
矪	zhou
縐	zhou
霌	zhou
赒	zhou
胄	zhou
鸼	zhou
紂	zhou
珘	zhou
驟	zhou
瓩	qianwa
嫏	lang
琅	lang
郎	lang
誏	lang
桹	lang
躴	lang
欴	lang
閬	lang
樃	lang
硠	lang
锒	lang
崀	lang
啷	lang
稂	lang
埌	lang
廊	lang
朗	lang
莨	lang
朤	lang
朖	lang
勆	lang
螂	lang
郞	lang
烺	lang
塱	lang
榔	lang
浪	lang
筤	lang
艆	lang
蓈	lang
郒	lang
鎯	lang
鋃	lang
蓢	lang
蜋	lang
阆	lang
狼	lang
斏	lang
瑯	lang
蒗	lang
砈	e
苊	e
礘	e
惡	e
腭	e
砨	e
櫮	e
鈪	e
頋	e
蛯	e
閼	e
廅	e
锷	e
噩	e
搤	e
遌	e
堨	e
鋨	e
歞	e
悪	e
堮	e
砐	e
旕	e
睋	e
匎	e
覨	e
遻	e
誐	e
婀	e
搹	e
堊	e
讍	e
磀	e
呝	e
咹	e
蚅	e
迗	e
饿	e
鄂	e
厄	e
峉	e
扼	e
遏	e
豟	e
妿	e
阸	e
莪	e
諤	e
阨	e
鰪	e
妸	e
擜	e
鵝	e
餩	e
鵞	e
恶	e
咢	e
額	e
顎	e
蛾	e
訛	e
欕	e
蕚	e
姶	e
皒	e
仒	e
偔	e
峨	e
额	e
讹	e
岋	e
娥	e
涐	e
俄	e
戹	e
枙	e
鹅	e
崿	e
鶚	e
谔	e
騀	e
鍔	e
鵈	e
娿	e
頞	e
珴	e
鈋	e
頟	e
垩	e
魤	e
囮	e
硆	e
阏	e
噁	e
齃	e
鱷	e
锇	e
蝁	e
卾	e
愕	e
鳄	e
颚	e
僫	e
鹗	e
萼	e
吪	e
鑩	e
譌	e
峩	e
鰐	e
軶	e
餓	e
軛	e
琧	e
屙	e
轭	e
齶	e
呃	e
湂	e
㐀	qiu
㐁	tian
㐄	kua
㐅	wu
㐆	yin
㐌	yi
㐖	xie
㐜	chou
㐡	nuo
㐤	dan
㐨	xu
㐩	xing
㐫	xiong
㐬	liu
㐭	lin
㐮	xiang
㐯	yong
㐰	xin
㐱	zhen
㐲	dai
㐳	wu
㐴	pan
㐵	ru
㐷	ma
㐸	qian
㐹	yi
㐺	yin
㐻	nei
㐼	cheng
㐽	feng
㑁	zhuo
㑂	fang
㑃	ao
㑄	wu
㑅	zuo
㑇	zhou
㑈	dong
㑉	su
㑊	yi
㑋	qiong
㑌	kuang
㑍	lei
㑎	nao
㑏	zhu
㑐	shu
㑔	xu
㑗	shen
㑘	jie
㑙	die
㑚	nuo
㑛	su
㑜	yi
㑝	long
㑞	ying
㑟	beng
㑣	lan
㑤	miao
㑥	yi
㑦	li
㑧	ji
㑨	yu
㑩	luo
㑪	chai
㑮	hun
㑯	xu
㑰	hui
㑱	rao
㑳	zhou
㑵	han
㑶	xi
㑷	tai
㑸	yao
㑹	hui
㑺	jun
㑻	ma
㑼	lve
㑽	tang
㑾	yao
㑿	zhao
㒀	zhai
㒁	yu
㒂	zhuo
㒃	er
㒄	ran
㒅	qi
㒆	chi
㒇	wu
㒈	han
㒉	tang
㒊	se
㒌	qiong
㒍	lei
㒎	sa
㒑	kui
㒒	pu
㒓	ta
㒔	shu
㒕	yang
㒖	ou
㒗	tai
㒙	mian
㒚	yin
㒛	diao
㒜	yu
㒝	mie
㒞	jun
㒟	niao
㒠	xie
㒡	you
㒤	che
㒥	feng
㒦	lei
㒧	li
㒩	luo
㒫	ji
㒰	quan
㒲	cai
㒳	liang
㒴	gu
㒵	mao
㒷	gua
㒸	sui
㒻	mao
㒼	man
㒽	quan
㒾	shi
㒿	li
㓁	wang
㓂	kou
㓃	du
㓄	zhen
㓅	ting
㓈	bing
㓉	huo
㓊	dong
㓋	gong
㓌	cheng
㓎	qin
㓏	jiong
㓐	lu
㓑	xing
㓓	nan
㓔	xie
㓖	bi
㓗	jie
㓘	su
㓚	gong
㓜	you
㓝	xing
㓞	qia
㓟	pi
㓠	dian
㓡	fu
㓢	luo
㓣	qia
㓤	qia
㓥	tang
㓦	bai
㓧	gan
㓨	ci
㓩	xuan
㓪	lang
㓭	she
㓯	li
㓰	hua
㓱	tou
㓲	pian
㓳	di
㓴	ruan
㓵	e
㓶	qie
㓷	yi
㓸	zhuo
㓹	rui
㓺	jian
㓼	chi
㓽	chong
㓾	xi
㔀	lve
㔁	deng
㔂	lin
㔃	jue
㔄	su
㔅	xiao
㔆	zan
㔉	zhu
㔊	zhan
㔋	jian
㔌	zou
㔍	chua
㔎	xie
㔏	li
㔑	chi
㔒	xi
㔓	jian
㔕	ji
㔗	fei
㔘	chu
㔙	beng
㔚	jie
㔜	ba
㔝	liang
㔞	kuai
㔠	xia
㔡	bie
㔢	jue
㔣	lei
㔤	xin
㔥	bai
㔦	yang
㔧	lv
㔨	bei
㔩	e
㔪	lu
㔭	che
㔮	nuo
㔯	xuan
㔰	heng
㔱	yu
㔳	gui
㔴	yi
㔵	xuan
㔶	gong
㔷	lou
㔸	ti
㔹	le
㔺	shi
㔼	sun
㔽	yao
㔾	xian
㔿	zou
㕁	que
㕂	yin
㕃	xi
㕄	zhi
㕅	jia
㕆	hu
㕇	la
㕈	yi
㕉	ke
㕊	fu
㕋	qin
㕌	ai
㕎	ke
㕏	chu
㕐	xie
㕑	chu
㕒	wei
㕕	huan
㕖	su
㕗	you
㕙	jun
㕚	zhao
㕛	xu
㕜	shi
㕞	shua
㕟	kui
㕠	shuang
㕡	he
㕢	gai
㕣	yan
㕤	qiu
㕥	shen
㕦	hua
㕧	xi
㕨	fan
㕩	pang
㕪	dan
㕫	fang
㕬	gong
㕭	ao
㕮	fu
㕯	ne
㕰	xue
㕱	you
㕲	hua
㕴	chen
㕵	guo
㕶	n
㕷	hua
㕸	li
㕹	fa
㕺	xiao
㕻	pou
㕽	si
㖀	le
㖁	lin
㖂	yi
㖃	hou
㖅	xu
㖆	qu
㖇	er
㖊	xun
㖏	nie
㖐	wei
㖑	xie
㖒	ti
㖓	hong
㖔	tun
㖕	nie
㖖	nie
㖗	yin
㖘	zhen
㖞	wai
㖟	shou
㖠	nuo
㖡	ye
㖢	qi
㖣	tou
㖤	han
㖥	jun
㖦	dong
㖧	hun
㖨	lu
㖩	ju
㖪	huo
㖫	ling
㖭	tian
㖮	lun
㖵	ge
㖶	yan
㖷	shi
㖸	xue
㖹	pen
㖺	chun
㖻	niu
㖼	duo
㖽	ze
㖾	e
㖿	xie
㗀	you
㗁	e
㗂	sheng
㗃	wen
㗄	ku
㗅	hu
㗆	ge
㗇	xia
㗈	man
㗉	lve
㗊	ji
㗋	hou
㗌	zhi
㗏	wai
㗑	bai
㗒	ai
㗓	zhui
㗔	qian
㗕	gou
㗖	dan
㗗	bei
㗘	bo
㗙	chu
㗚	li
㗛	xiao
㗜	xiu
㗢	hong
㗣	ti
㗤	cu
㗥	kuo
㗦	lao
㗧	zhi
㗨	xie
㗩	xi
㗫	qie
㗬	zha
㗭	xi
㗰	cong
㗱	ji
㗲	huo
㗳	ta
㗴	yan
㗵	xu
㗶	po
㗷	sai
㗻	guo
㗼	ye
㗽	xiang
㗾	xue
㗿	he
㘀	zuo
㘁	yi
㘂	ci
㘄	leng
㘅	xian
㘆	tai
㘇	rong
㘈	yi
㘉	zhi
㘊	xi
㘋	xian
㘌	ju
㘍	ji
㘎	han
㘐	pao
㘑	li
㘓	lan
㘔	sai
㘕	han
㘖	yan
㘗	qu
㘙	yan
㘚	han
㘛	kan
㘜	chi
㘝	nie
㘞	huo
㘠	bi
㘡	xia
㘢	weng
㘣	xuan
㘤	wan
㘥	you
㘦	qin
㘧	xu
㘨	nie
㘩	bi
㘪	hao
㘫	jing
㘬	ao
㘭	ao
㘰	zhen
㘱	tan
㘲	ju
㘴	zuo
㘵	bu
㘶	jie
㘷	ai
㘸	zang
㘹	ci
㘺	fa
㘿	nie
㙀	liu
㙁	mei
㙂	dui
㙃	bang
㙄	bi
㙅	bao
㙇	chu
㙈	xia
㙉	tian
㙊	chang
㙍	duo
㙎	wei
㙏	fu
㙐	duo
㙑	yu
㙒	ye
㙓	kui
㙔	wei
㙕	kuai
㙗	wei
㙘	yao
㙙	long
㙚	xing
㙛	bu
㙜	chi
㙝	xie
㙞	nie
㙟	lang
㙠	yi
㙡	zong
㙢	man
㙣	zhang
㙤	xia
㙥	gun
㙦	xie
㙨	ji
㙩	liao
㙪	yi
㙫	ji
㙬	yin
㙮	da
㙯	yi
㙰	xie
㙱	hao
㙲	yong
㙳	kan
㙴	chan
㙵	tai
㙶	tang
㙷	zhi
㙸	bao
㙹	meng
㙺	kui
㙻	chan
㙼	lei
㙾	xi
㚀	xi
㚁	qiao
㚂	nang
㚃	yun
㚅	long
㚆	fu
㚇	zong
㚉	gu
㚊	kai
㚋	diao
㚌	hua
㚍	kui
㚏	gao
㚐	tao
㚒	shan
㚓	lai
㚔	nie
㚕	fu
㚖	gao
㚗	qie
㚘	ban
㚙	jia
㚚	kong
㚛	xi
㚜	yu
㚝	zhui
㚞	shen
㚟	chuo
㚠	xiao
㚡	ji
㚢	nu
㚣	xiao
㚤	yi
㚥	yu
㚦	yi
㚧	yan
㚨	shen
㚩	ran
㚪	hao
㚫	sa
㚬	jun
㚭	you
㚯	xin
㚰	pei
㚱	qiu
㚲	chan
㚴	bu
㚵	dong
㚶	si
㚷	er
㚹	mao
㚺	yun
㚻	ji
㚽	qiao
㚾	xiong
㚿	pao
㛀	chu
㛁	peng
㛂	nuo
㛃	jie
㛄	yi
㛅	er
㛆	duo
㛊	duo
㛍	qie
㛎	lv
㛏	qiu
㛐	sou
㛑	can
㛒	dou
㛓	xi
㛔	feng
㛕	yi
㛖	suo
㛗	qie
㛘	po
㛙	xin
㛚	tong
㛛	xin
㛜	you
㛝	bei
㛞	long
㛣	yun
㛤	li
㛥	ta
㛦	lan
㛧	man
㛨	qiang
㛩	zhou
㛪	yan
㛫	xi
㛬	lu
㛭	xi
㛮	sao
㛯	fan
㛱	wei
㛲	fa
㛳	yi
㛴	nao
㛵	cheng
㛶	tan
㛷	ji
㛸	shu
㛹	pian
㛺	an
㛻	kua
㛼	cha
㛾	xian
㛿	zhi
㜂	feng
㜃	lian
㜄	xun
㜅	xu
㜆	mi
㜇	hui
㜈	mu
㜉	yong
㜊	zhan
㜋	yi
㜌	nou
㜍	tang
㜎	xi
㜏	yun
㜐	shu
㜑	fu
㜒	yi
㜓	da
㜕	lian
㜖	cao
㜗	can
㜘	ju
㜙	lu
㜚	su
㜛	nen
㜜	ao
㜝	an
㜞	qian
㜠	cui
㜡	cong
㜣	ran
㜤	nian
㜥	mai
㜦	xin
㜧	yue
㜨	nai
㜩	ao
㜪	shen
㜫	ma
㜮	lan
㜯	xi
㜰	yue
㜱	zhi
㜲	weng
㜳	huai
㜴	meng
㜵	niao
㜶	wan
㜷	mi
㜸	nie
㜹	qu
㜺	zan
㜻	lian
㜼	zhi
㜽	zi
㜾	hai
㜿	xu
㝀	hao
㝁	xuan
㝂	zhi
㝃	mian
㝄	chun
㝅	gou
㝇	chun
㝈	luan
㝉	zhu
㝊	shou
㝋	liao
㝌	jiu
㝍	xie
㝎	ding
㝏	jie
㝐	rong
㝑	mang
㝓	ke
㝔	yao
㝕	ning
㝖	yi
㝗	lang
㝘	yong
㝙	yin
㝚	yan
㝛	su
㝝	lin
㝞	ya
㝟	mao
㝠	ming
㝡	zui
㝢	yu
㝣	yi
㝤	gou
㝥	mi
㝦	jun
㝧	wen
㝩	kang
㝪	dian
㝫	long
㝭	xing
㝮	cui
㝯	qiao
㝰	mian
㝱	meng
㝲	qin
㝴	wan
㝵	de
㝶	ai
㝸	bian
㝹	nou
㝺	lian
㝻	jin
㝼	yu
㝽	chui
㝾	zuo
㝿	bo
㞀	hui
㞁	yao
㞂	tui
㞃	ji
㞄	an
㞅	luo
㞆	ji
㞇	wei
㞈	bo
㞉	za
㞊	xu
㞋	nian
㞌	yun
㞎	ba
㞏	zhe
㞐	ju
㞑	wei
㞒	xie
㞓	qi
㞔	yi
㞕	xie
㞖	ci
㞗	qiu
㞘	du
㞙	niao
㞚	qi
㞛	ji
㞜	tui
㞞	song
㞟	dian
㞠	lao
㞡	zhan
㞤	yin
㞥	cen
㞦	ji
㞧	hui
㞨	zi
㞩	lan
㞪	nao
㞫	ju
㞬	qin
㞭	dai
㞯	jie
㞰	xu
㞱	cong
㞲	yong
㞳	dou
㞴	chi
㞶	min
㞷	huang
㞸	sui
㞹	ke
㞺	zu
㞻	hao
㞼	cheng
㞽	xue
㞾	ni
㞿	chi
㟀	lian
㟁	an
㟂	mu
㟃	si
㟄	xiang
㟅	yang
㟆	hua
㟇	cuo
㟈	qiu
㟉	lao
㟊	fu
㟋	dui
㟌	mang
㟍	lang
㟎	tuo
㟏	han
㟐	mang
㟑	bo
㟒	qun
㟓	qi
㟔	han
㟖	long
㟘	tiao
㟙	ze
㟚	qi
㟛	zan
㟜	mi
㟝	pei
㟞	zhan
㟟	xiang
㟠	gang
㟢	qi
㟤	lu
㟦	yun
㟧	e
㟨	duan
㟩	min
㟪	wei
㟫	quan
㟬	sou
㟭	min
㟮	tu
㟰	ming
㟱	yao
㟲	jue
㟳	li
㟴	kuai
㟵	gang
㟶	yuan
㟷	da
㟹	lao
㟺	lou
㟻	qian
㟼	ao
㟽	biao
㟾	yong
㟿	mang
㠀	dao
㠂	ao
㠄	xi
㠅	fu
㠆	dan
㠇	jiu
㠈	run
㠉	tong
㠊	qu
㠋	e
㠌	qi
㠍	ji
㠎	ji
㠏	hua
㠐	jiao
㠑	zui
㠒	biao
㠓	meng
㠔	bai
㠕	wei
㠖	yi
㠗	ao
㠘	yu
㠙	hao
㠚	dui
㠛	wo
㠜	ni
㠝	cuan
㠟	li
㠠	lu
㠡	niao
㠢	huai
㠣	li
㠥	lv
㠦	feng
㠧	mi
㠨	yu
㠪	ju
㠭	zhan
㠮	peng
㠯	yi
㠱	ji
㠲	bi
㠴	ren
㠵	huang
㠶	fan
㠷	ge
㠸	ku
㠹	jie
㠺	sha
㠼	si
㠽	tong
㠾	yuan
㠿	zi
㡀	bi
㡁	kua
㡂	li
㡃	huang
㡄	xun
㡅	nuo
㡇	zhe
㡈	wen
㡉	xian
㡊	qia
㡋	ye
㡌	mao
㡏	shu
㡑	qiao
㡒	zhun
㡓	kun
㡔	wu
㡕	ying
㡖	chuang
㡗	ti
㡘	lian
㡙	bi
㡚	gou
㡛	mang
㡜	xie
㡝	feng
㡞	lou
㡟	zao
㡠	zheng
㡡	chu
㡢	man
㡣	long
㡥	yin
㡦	pin
㡧	zheng
㡨	jian
㡩	luan
㡪	nie
㡫	yi
㡭	ji
㡮	ji
㡯	zhai
㡰	yu
㡱	jiu
㡲	huan
㡳	zhi
㡴	la
㡵	ling
㡶	zhi
㡷	ben
㡸	zha
㡹	ju
㡺	dan
㡻	liao
㡼	yi
㡽	zhao
㡾	xian
㡿	chi
㢀	ci
㢁	chi
㢂	yan
㢃	lang
㢄	dou
㢅	long
㢆	chan
㢈	tui
㢉	cha
㢊	ai
㢋	chi
㢍	ying
㢎	zhe
㢏	tou
㢑	tui
㢒	cha
㢓	yao
㢔	zong
㢖	pan
㢗	qiao
㢘	lian
㢙	qin
㢚	lu
㢛	yan
㢜	kang
㢝	su
㢞	yi
㢟	chan
㢠	jiong
㢡	jiang
㢣	jing
㢥	dong
㢧	juan
㢨	han
㢩	di
㢬	hong
㢮	chi
㢯	diao
㢰	bi
㢲	xun
㢳	lu
㢵	xie
㢶	bi
㢸	bi
㢺	xian
㢻	rui
㢼	bie
㢽	er
㢾	juan
㣀	zhen
㣁	bei
㣂	e
㣃	yu
㣄	qu
㣅	zan
㣆	mi
㣇	yi
㣈	si
㣌	shan
㣍	tai
㣎	mu
㣏	jing
㣐	bian
㣑	rong
㣒	ceng
㣓	can
㣔	ding
㣙	di
㣚	tong
㣛	ta
㣜	xing
㣝	song
㣞	duo
㣟	xi
㣠	tao
㣢	ti
㣣	shan
㣤	jian
㣥	zhi
㣦	wei
㣧	yin
㣪	huan
㣫	zhong
㣬	qi
㣭	zong
㣯	xie
㣰	xie
㣱	ze
㣲	wei
㣵	ta
㣶	zhan
㣷	ning
㣻	yi
㣼	ren
㣽	shu
㣾	cha
㣿	zhuo
㤁	mian
㤂	ji
㤃	fang
㤄	pei
㤅	ai
㤆	fan
㤇	ao
㤈	qin
㤉	qia
㤊	xiao
㤋	fen
㤌	gan
㤍	qiao
㤎	ge
㤏	tong
㤐	chan
㤑	you
㤒	gao
㤓	ben
㤔	fu
㤕	chu
㤖	zhu
㤘	zhou
㤚	hang
㤛	nin
㤜	jue
㤝	chong
㤞	cha
㤟	kong
㤠	lie
㤡	li
㤢	yu
㤤	yu
㤥	hai
㤦	li
㤧	hou
㤨	gong
㤩	ke
㤪	yuan
㤫	de
㤬	hui
㤮	guang
㤯	jiong
㤰	zuo
㤱	fu
㤲	qie
㤳	bei
㤴	che
㤵	ci
㤶	mang
㤷	han
㤸	xi
㤹	qiu
㤺	huang
㤽	chou
㤾	san
㤿	yan
㥀	zhi
㥁	de
㥂	te
㥃	men
㥄	ling
㥅	shou
㥆	tui
㥇	can
㥈	die
㥉	che
㥊	peng
㥋	yi
㥌	ju
㥍	ji
㥎	lai
㥏	tian
㥐	yuan
㥒	cai
㥓	qi
㥔	yu
㥕	lian
㥖	cong
㥚	yu
㥛	ji
㥜	wei
㥝	mi
㥞	sui
㥟	xie
㥠	xu
㥡	chi
㥢	qiu
㥣	hui
㥥	yu
㥦	qie
㥧	shun
㥨	shui
㥩	duo
㥪	lou
㥬	pang
㥭	tai
㥮	zhou
㥯	yin
㥰	sao
㥱	fei
㥲	chen
㥳	yuan
㥴	yi
㥵	hun
㥶	se
㥷	ye
㥸	min
㥹	fen
㥺	he
㥼	yin
㥽	ce
㥾	ni
㥿	ao
㦀	feng
㦁	lian
㦂	chang
㦃	chan
㦄	ma
㦅	die
㦆	hu
㦇	lu
㦉	yi
㦊	hua
㦋	zha
㦌	hu
㦍	e
㦎	huo
㦏	sun
㦐	ni
㦑	xian
㦒	li
㦓	xian
㦔	yan
㦕	long
㦖	men
㦗	jin
㦘	ji
㦚	bian
㦛	yu
㦜	huo
㦝	miao
㦞	chou
